Taiwan Daily Report by NCHC,,,,,,,,,,,,,,,,,
ID,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,manufacturer
"90,261",Taiwan,TWN,2022-05-08,"53,132,163","19,848,511","18,729,594","14,554,058",0,"86,998.00",222.73,83.20,78.51,61.01,"3,647.00","14,110",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,260",Taiwan,TWN,2022-05-07,0,0,0,0,0,"86,414.00",0.00,0.00,0.00,0.00,"3,622.00","13,838",0.06,
"90,259",Taiwan,TWN,2022-05-06,"53,031,302","19,832,764","18,715,881","14,482,657","126,783","85,830.00",222.31,83.14,78.46,60.71,"3,598.00","13,567",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,258",Taiwan,TWN,2022-05-05,"52,904,519","19,809,571","18,699,646","14,395,302","100,221","85,004.00",221.78,83.04,78.39,60.34,"3,563.00","12,472",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,257",Taiwan,TWN,2022-05-04,"52,804,298","19,793,333","18,685,737","14,325,228","128,365","85,302.00",221.36,82.97,78.33,60.05,"3,576.00","12,246",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,256",Taiwan,TWN,2022-05-03,"52,675,933","19,774,629","18,668,059","14,233,245","78,911","81,601.00",220.82,82.90,78.26,59.67,"3,421.00","11,750",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,255",Taiwan,TWN,2022-05-02,"52,597,022","19,761,449","18,656,778","14,178,795","73,844","84,149.00",220.49,82.84,78.21,59.44,"3,528.00","11,763",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,254",Taiwan,TWN,2022-05-01,"52,523,178","19,749,743","18,646,470","14,126,965",0,"91,208.00",220.18,82.79,78.17,59.22,"3,823.00","12,311",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,253",Taiwan,TWN,2022-04-30,0,0,0,0,0,"93,648.00",0.00,0.00,0.00,0.00,"3,926.00","12,529",0.05,
"90,252",Taiwan,TWN,2022-04-29,"52,430,493","19,737,798","18,634,418","14,058,277","121,002","96,087.00",219.79,82.74,78.12,58.93,"4,028.00","12,747",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,251",Taiwan,TWN,2022-04-28,"52,309,491","19,722,265","18,618,888","13,968,338","102,305","102,740.00",219.28,82.68,78.05,58.56,"4,307.00","12,955",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,250",Taiwan,TWN,2022-04-27,"52,207,186","19,707,610","18,604,902","13,894,674","102,459","108,399.00",218.85,82.61,77.99,58.25,"4,544.00","13,127",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,249",Taiwan,TWN,2022-04-26,"52,104,727","19,692,380","18,590,793","13,821,554","96,746","111,518.00",218.42,82.55,77.93,57.94,"4,675.00","12,864",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,248",Taiwan,TWN,2022-04-25,"52,007,981","19,679,107","18,578,328","13,750,546","123,259","114,217.00",218.02,82.49,77.88,57.64,"4,788.00","12,693",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,247",Taiwan,TWN,2022-04-24,"51,884,722","19,663,569","18,563,770","13,657,383",0,"117,255.00",217.50,82.43,77.82,57.25,"4,915.00","12,629",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,246",Taiwan,TWN,2022-04-23,0,0,0,0,0,"125,838.00",0.00,0.00,0.00,0.00,"5,275.00","13,013",0.06,
"90,245",Taiwan,TWN,2022-04-22,"51,757,881","19,648,569","18,548,358","13,560,954","167,573","134,421.00",216.97,82.37,77.75,56.85,"5,635.00","13,398",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,244",Taiwan,TWN,2022-04-21,"51,590,308","19,631,579","18,528,665","13,430,064","141,917","128,124.00",216.27,82.30,77.67,56.30,"5,371.00","12,426",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,243",Taiwan,TWN,2022-04-20,"51,448,391","19,615,722","18,510,983","13,321,686","124,290","123,488.00",215.67,82.23,77.60,55.84,"5,177.00","11,886",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,242",Taiwan,TWN,2022-04-19,"51,324,101","19,602,331","18,495,627","13,226,143","115,642","119,969.00",215.15,82.17,77.53,55.44,"5,029.00","11,494",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,241",Taiwan,TWN,2022-04-18,"51,208,459","19,590,254","18,481,163","13,137,042","144,525","116,857.00",214.67,82.12,77.47,55.07,"4,899.00","11,113",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,240",Taiwan,TWN,2022-04-17,"51,063,934","19,575,164","18,463,673","13,025,097",0,"111,025.00",214.06,82.06,77.40,54.60,"4,654.00","10,478",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,239",Taiwan,TWN,2022-04-16,0,0,0,0,0,"101,799.00",0.00,0.00,0.00,0.00,"4,267.00","9,703",0.04,
"90,238",Taiwan,TWN,2022-04-15,0,0,0,0,0,"92,573.00",0.00,0.00,0.00,0.00,"3,881.00","8,927",0.04,
"90,237",Taiwan,TWN,2022-04-14,"50,693,438","19,544,597","18,422,830","12,726,011","109,461","93,668.00",212.51,81.93,77.23,53.35,"3,927.00","8,839",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,236",Taiwan,TWN,2022-04-13,"50,583,977","19,532,520","18,406,481","12,644,976","99,660","91,120.00",212.05,81.88,77.16,53.01,"3,820.00","8,177",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,235",Taiwan,TWN,2022-04-12,"50,484,317","19,521,876","18,392,203","12,570,238","93,859","89,065.00",211.63,81.84,77.10,52.69,"3,734.00","7,600",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,234",Taiwan,TWN,2022-04-11,"50,390,458","19,512,462","18,378,613","12,499,383","103,698","81,129.00",211.24,81.80,77.04,52.40,"3,401.00","6,537",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,233",Taiwan,TWN,2022-04-10,"50,286,760","19,501,815","18,363,810","12,421,135",0,"71,788.00",210.80,81.75,76.98,52.07,"3,009.00","5,299",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,232",Taiwan,TWN,2022-04-09,0,0,0,0,0,"68,844.00",0.00,0.00,0.00,0.00,"2,886.00","4,901",0.02,
"90,231",Taiwan,TWN,2022-04-08,"50,168,924","19,492,297","18,347,930","12,328,697","131,164","65,901.00",210.31,81.71,76.91,51.68,"2,763.00","4,504",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,230",Taiwan,TWN,2022-04-07,"50,037,760","19,482,724","18,330,323","12,224,713","91,624","61,452.00",209.76,81.67,76.84,51.25,"2,576.00","3,787",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,229",Taiwan,TWN,2022-04-06,"49,946,136","19,475,279","18,316,625","12,154,232","85,271","57,666.00",209.37,81.64,76.78,50.95,"2,417.00","3,290",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,228",Taiwan,TWN,2022-04-05,"49,860,865","19,468,679","18,303,023","12,089,163",0,"54,224.00",209.02,81.61,76.73,50.68,"2,273.00","2,761",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,227",Taiwan,TWN,2022-04-04,0,0,0,0,0,"58,018.00",0.00,0.00,0.00,0.00,"2,432.00","2,959",0.01,
"90,226",Taiwan,TWN,2022-04-03,0,0,0,0,0,"61,811.00",0.00,0.00,0.00,0.00,"2,591.00","3,157",0.01,
"90,225",Taiwan,TWN,2022-04-02,0,0,0,0,0,"59,302.00",0.00,0.00,0.00,0.00,"2,486.00","3,024",0.01,
"90,224",Taiwan,TWN,2022-04-01,"49,707,619","19,460,769","18,284,317","11,962,533","100,024","56,792.00",208.37,81.58,76.65,50.15,"2,381.00","2,892",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,223",Taiwan,TWN,2022-03-31,"49,607,595","19,456,216","18,273,476","11,877,903","65,120","50,036.00",207.95,81.56,76.60,49.79,"2,098.00","2,593",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,222",Taiwan,TWN,2022-03-30,"49,542,475","19,452,249","18,263,764","11,826,462","61,177","45,693.00",207.68,81.54,76.56,49.58,"1,915.00","2,352",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,221",Taiwan,TWN,2022-03-29,"49,481,298","19,449,353","18,254,357","11,777,588",0,"44,798.00",207.43,81.53,76.52,49.37,"1,878.00","2,401",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,220",Taiwan,TWN,2022-03-28,0,0,0,0,0,"44,372.00",0.00,0.00,0.00,0.00,"1,860.00","2,393",0.01,
"90,219",Taiwan,TWN,2022-03-27,"49,351,562","19,442,628","18,238,757","11,670,177",0,"46,636.00",206.88,81.50,76.46,48.92,"1,955.00","2,451",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,218",Taiwan,TWN,2022-03-26,0,0,0,0,0,"48,683.00",0.00,0.00,0.00,0.00,"2,041.00","2,593",0.01,
"90,217",Taiwan,TWN,2022-03-25,"49,310,076","19,440,522","18,231,357","11,638,197","52,735","50,730.00",206.71,81.49,76.43,48.79,"2,127.00","2,736",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,216",Taiwan,TWN,2022-03-24,"49,257,341","19,438,065","18,223,457","11,595,819","34,715","56,495.00",206.49,81.48,76.39,48.61,"2,368.00","3,030",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,215",Taiwan,TWN,2022-03-23,"49,222,626","19,435,784","18,216,589","11,570,253","54,913","62,997.00",206.34,81.47,76.36,48.50,"2,641.00","3,444",0.01,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,214",Taiwan,TWN,2022-03-22,"49,167,713","19,432,546","18,205,737","11,529,430","61,884","63,723.00",206.11,81.46,76.32,48.33,"2,671.00","3,512",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,213",Taiwan,TWN,2022-03-21,"49,105,829","19,429,241","18,194,291","11,482,297","80,722","65,107.00",205.85,81.45,76.27,48.13,"2,729.00","3,601",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,212",Taiwan,TWN,2022-03-20,"49,025,107","19,425,469","18,182,604","11,417,034",0,"65,629.00",205.51,81.43,76.22,47.86,"2,751.00","3,719",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,211",Taiwan,TWN,2022-03-19,0,0,0,0,0,"67,419.00",0.00,0.00,0.00,0.00,"2,826.00","3,741",0.02,
"90,210",Taiwan,TWN,2022-03-18,"48,954,969","19,421,373","18,169,396","11,364,200","93,095","69,209.00",205.22,81.41,76.17,47.64,"2,901.00","3,763",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,209",Taiwan,TWN,2022-03-17,"48,861,874","19,416,858","18,153,902","11,291,114","80,228","73,089.00",204.83,81.40,76.10,47.33,"3,064.00","3,876",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,208",Taiwan,TWN,2022-03-16,"48,781,646","19,411,677","18,139,419","11,230,550","59,993","74,959.00",204.49,81.37,76.04,47.08,"3,142.00","3,817",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,207",Taiwan,TWN,2022-03-15,"48,721,653","19,407,962","18,127,189","11,186,502","71,570","79,180.00",204.24,81.36,75.99,46.89,"3,319.00","3,901",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,206",Taiwan,TWN,2022-03-14,"48,650,083","19,404,031","18,114,609","11,131,443","84,376","83,036.00",203.94,81.34,75.94,46.66,"3,481.00","4,017",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,205",Taiwan,TWN,2022-03-13,"48,565,707","19,399,436","18,100,969","11,065,302",0,"88,098.00",203.59,81.32,75.88,46.39,"3,693.00","3,982",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,204",Taiwan,TWN,2022-03-12,0,0,0,0,0,"92,310.00",0.00,0.00,0.00,0.00,"3,870.00","4,029",0.02,
"90,203",Taiwan,TWN,2022-03-11,"48,470,509","19,395,032","18,087,413","10,988,064","120,256","96,521.00",203.19,81.30,75.82,46.06,"4,046.00","4,076",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,202",Taiwan,TWN,2022-03-10,"48,350,253","19,389,727","18,070,980","10,889,546","93,320","105,666.00",202.68,81.28,75.75,45.65,"4,430.00","4,190",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,201",Taiwan,TWN,2022-03-09,"48,256,933","19,384,961","18,056,622","10,815,350","89,539","111,890.00",202.29,81.26,75.69,45.34,"4,690.00","4,394",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,200",Taiwan,TWN,2022-03-08,"48,167,394","19,380,656","18,044,157","10,742,581","98,560","119,883.00",201.92,81.24,75.64,45.03,"5,025.00","4,630",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,199",Taiwan,TWN,2022-03-07,"48,068,834","19,375,913","18,031,096","10,661,825","119,815","131,466.00",201.50,81.22,75.59,44.69,"5,511.00","4,838",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,198",Taiwan,TWN,2022-03-06,"47,949,019","19,371,559","18,018,937","10,558,523",0,"130,280.00",201.00,81.21,75.54,44.26,"5,461.00","4,764",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,197",Taiwan,TWN,2022-03-05,0,0,0,0,0,"135,199.00",0.00,0.00,0.00,0.00,"5,668.00","4,951",0.02,
"90,196",Taiwan,TWN,2022-03-04,"47,794,860","19,366,499","18,003,704","10,424,657","184,266","140,118.00",200.36,81.18,75.47,43.70,"5,874.00","5,138",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,195",Taiwan,TWN,2022-03-03,"47,610,594","19,360,394","17,985,375","10,264,825","136,890","158,879.00",199.58,81.16,75.39,43.03,"6,660.00","5,539",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,194",Taiwan,TWN,2022-03-02,"47,473,704","19,354,205","17,969,812","10,149,687","145,494","166,376.00",199.01,81.13,75.33,42.55,"6,974.00","5,773",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,193",Taiwan,TWN,2022-03-01,"47,328,210","19,348,245","17,954,500","10,025,465","179,640","168,886.00",198.40,81.11,75.27,42.03,"7,080.00","5,976",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,192",Taiwan,TWN,2022-02-28,"47,148,570","19,342,050","17,938,722","9,867,798",0,"168,489.00",197.65,81.08,75.20,41.37,"7,063.00","6,291",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,191",Taiwan,TWN,2022-02-27,0,0,0,0,0,"180,351.00",0.00,0.00,0.00,0.00,"7,560.00","6,956",0.03,
"90,190",Taiwan,TWN,2022-02-26,0,0,0,0,0,"182,669.00",0.00,0.00,0.00,0.00,"7,657.00","7,063",0.03,
"90,189",Taiwan,TWN,2022-02-25,"46,814,037","19,330,531","17,908,348","9,575,158","315,593","184,987.00",196.24,81.03,75.07,40.14,"7,755.00","7,170",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,188",Taiwan,TWN,2022-02-24,"46,498,444","19,321,620","17,881,661","9,295,163","189,372","187,290.00",194.92,81.00,74.96,38.97,"7,851.00","7,626",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,187",Taiwan,TWN,2022-02-23,"46,309,072","19,313,791","17,859,720","9,135,561","163,062","205,459.00",194.13,80.96,74.87,38.30,"8,613.00","8,211",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,186",Taiwan,TWN,2022-02-22,"46,146,010","19,306,415","17,840,967","8,998,628","176,862","230,056.00",193.44,80.93,74.79,37.72,"9,644.00","9,031",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,185",Taiwan,TWN,2022-02-21,"45,969,148","19,298,010","17,821,014","8,850,124","194,544","246,931.00",192.70,80.90,74.71,37.10,"10,351.00","9,840",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,184",Taiwan,TWN,2022-02-20,"45,774,604","19,289,517","17,802,516","8,682,571",0,"260,738.00",191.89,80.86,74.63,36.40,"10,930.00","10,599",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,183",Taiwan,TWN,2022-02-19,0,0,0,0,0,"262,076.00",0.00,0.00,0.00,0.00,"10,986.00","10,879",0.05,
"90,182",Taiwan,TWN,2022-02-18,"45,519,126","19,280,344","17,782,531","8,456,251","331,715","263,414.00",190.82,80.82,74.54,35.45,"11,042.00","11,158",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,181",Taiwan,TWN,2022-02-17,"45,187,411","19,268,236","17,753,956","8,165,219","316,552","269,415.00",189.43,80.77,74.42,34.23,"11,294.00","11,436",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,180",Taiwan,TWN,2022-02-16,"44,870,859","19,256,314","17,728,325","7,886,220","335,241","271,131.00",188.10,80.72,74.32,33.06,"11,366.00","11,817",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,179",Taiwan,TWN,2022-02-15,"44,535,618","19,243,196","17,703,242","7,589,180","294,984","260,644.00",186.69,80.67,74.21,31.81,"10,926.00","12,158",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,178",Taiwan,TWN,2022-02-14,"44,240,634","19,229,131","17,675,305","7,336,198","291,196","249,437.00",185.46,80.61,74.09,30.75,"10,456.00","12,259",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,177",Taiwan,TWN,2022-02-13,"43,949,438","19,215,321","17,651,385","7,082,732",0,"235,037.00",184.24,80.55,73.99,29.69,"9,853.00","12,415",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,176",Taiwan,TWN,2022-02-12,0,0,0,0,0,"220,526.00",0.00,0.00,0.00,0.00,"9,244.00","12,069",0.05,
"90,175",Taiwan,TWN,2022-02-11,"43,675,231","19,202,240","17,628,144","6,844,847","373,724","206,015.00",183.09,80.50,73.90,28.69,"8,636.00","11,723",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,174",Taiwan,TWN,2022-02-10,"43,301,507","19,188,185","17,601,632","6,511,690","328,562","157,701.00",181.52,80.44,73.79,27.30,"6,611.00","10,304",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,173",Taiwan,TWN,2022-02-09,"42,972,945","19,173,592","17,575,605","6,223,748","261,833","115,838.00",180.14,80.38,73.68,26.09,"4,856.00","8,808",0.04,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,172",Taiwan,TWN,2022-02-08,"42,711,112","19,158,088","17,547,825","6,005,199","216,536","83,509.00",179.04,80.31,73.56,25.17,"3,501.00","7,182",0.03,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,171",Taiwan,TWN,2022-02-07,"42,494,576","19,143,317","17,522,132","5,829,127","190,399","57,650.00",178.14,80.25,73.45,24.44,"2,417.00","5,660",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,170",Taiwan,TWN,2022-02-06,"42,304,177","19,128,417","17,500,885","5,674,875",0,"35,525.00",177.34,80.19,73.36,23.79,"1,489.00","4,121",0.02,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,169",Taiwan,TWN,2022-02-05,0,0,0,0,0,"35,525.00",0.00,0.00,0.00,0.00,"1,489.00","4,121",0.02,
"90,168",Taiwan,TWN,2022-02-04,0,0,0,0,0,"35,525.00",0.00,0.00,0.00,0.00,"1,489.00","4,121",0.02,
"90,167",Taiwan,TWN,2022-02-03,0,0,0,0,0,"76,848.00",0.00,0.00,0.00,0.00,"3,221.00","6,579",0.03,
"90,166",Taiwan,TWN,2022-02-02,0,0,0,0,0,"121,213.00",0.00,0.00,0.00,0.00,"5,081.00","9,501",0.04,
"90,165",Taiwan,TWN,2022-02-01,0,0,0,0,0,"167,245.00",0.00,0.00,0.00,0.00,"7,011.00","12,466",0.05,
"90,164",Taiwan,TWN,2022-01-31,0,0,0,0,0,"213,348.00",0.00,0.00,0.00,0.00,"8,944.00","15,407",0.07,
"90,163",Taiwan,TWN,2022-01-30,0,0,0,0,0,"263,755.00",0.00,0.00,0.00,0.00,"11,057.00","18,227",0.08,
"90,162",Taiwan,TWN,2022-01-29,0,0,0,0,0,"288,248.00",0.00,0.00,0.00,0.00,"12,083.00","19,211",0.08,
"90,161",Taiwan,TWN,2022-01-28,"41,984,449","19,091,332","17,443,080","5,450,037","324,787","312,741.00",176.00,80.03,73.12,22.85,"13,110.00","20,195",0.09,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,160",Taiwan,TWN,2022-01-27,"41,659,662","19,070,001","17,395,522","5,194,139","346,077","337,612.00",174.64,79.94,72.92,21.77,"14,153.00","19,941",0.08,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,159",Taiwan,TWN,2022-01-26,"41,313,585","19,045,429","17,349,229","4,918,927","357,751","355,421.00",173.19,79.84,72.73,20.62,"14,899.00","18,847",0.08,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,158",Taiwan,TWN,2022-01-25,"40,955,834","19,020,549","17,301,857","4,633,428","358,248","370,950.00",171.69,79.73,72.53,19.42,"15,550.00","17,629",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,157",Taiwan,TWN,2022-01-24,"40,597,586","18,995,846","17,252,125","4,349,615","388,371","382,861.00",170.18,79.63,72.32,18.23,"16,050.00","16,350",0.07,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,156",Taiwan,TWN,2022-01-23,"40,209,215","18,971,987","17,203,039","4,034,189",0,"391,494.00",168.56,79.53,72.11,16.91,"16,411.00","15,155",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,155",Taiwan,TWN,2022-01-22,0,0,0,0,0,"488,355.00",0.00,0.00,0.00,0.00,"20,472.00","14,998",0.06,
"90,154",Taiwan,TWN,2022-01-21,"39,795,263","18,949,968","17,157,687","3,687,608","498,882","585,216.00",166.82,79.44,71.92,15.46,"24,532.00","14,840",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,153",Taiwan,TWN,2022-01-20,"39,296,381","18,930,412","17,103,848","3,262,121","470,746","525,358.00",164.73,79.36,71.70,13.67,"22,023.00","14,422",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,152",Taiwan,TWN,2022-01-19,"38,825,635","18,913,497","17,032,790","2,879,348","466,453","469,521.00",162.76,79.29,71.40,12.07,"19,682.00","14,381",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,151",Taiwan,TWN,2022-01-18,"38,359,182","18,897,143","16,991,717","2,470,322","441,626","409,515.00",160.80,79.22,71.23,10.36,"17,167.00","13,365",0.06,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
"90,150",Taiwan,TWN,2022-01-17,"37,917,556","18,881,397","16,950,016","2,086,143","448,800","353,056.00",158.95,79.15,71.05,8.75,"14,800.00","12,435",0.05,Medigen; Moderna; Oxford/AstraZeneca; Pfizer/BioNTech
